加权排名,原始排名,排名变化,Twitter用户名,显示名称,加权总分,原始总分,分数增幅%,出现次数,平均排名,最高排名,最低排名,官方认证,蓝V认证,粉丝数,相关产品列表
1269,1315,46,eigoasobi,EIGOASOBI（えいごあそび）,39.58,23.86,65.88,4,283.0,262,297,✓,,3181,"Gemini 2.0 Flash, Veo 2, Veo 2, Gemini 2.5"
1270,1308,38,_xjdr,xjdr,39.51,24.17,63.48,1,142.0,142,142,✓,,25304,Gemini 2.5
1271,1268,-3,CloudflareDev,Cloudflare Developers,39.49,26.02,51.77,4,306.2,192,434,✓,,47444,"Cursor, Cursor, Cursor, Cursor"
1272,1198,-74,a_greenberg,Andy Greenberg (@agreenberg at the other places),39.46,28.65,37.73,1,125.0,125,125,✓,,70981,DALL-E 2
1273,1290,17,Xinya16,Xinya Du,39.27,24.91,57.68,1,139.0,139,139,,,1358,ChatGPT Agent
1274,1321,47,OdysseAI_,OdysseAI 奥德赛,39.26,23.69,65.69,1,144.0,144,144,✓,,1026,Sora 2
1275,1307,32,SpikePersona,Spike,39.24,24.17,62.36,1,142.0,142,142,✓,,250717,Veo 2
1276,1303,27,HeyAbhishekk,Abhishek,39.10,24.26,61.17,2,211.0,208,214,✓,,105467,"Claude 4, ChatGPT Agent"
1277,1208,-69,SuperchiefNFT,SuperchiefGalleryNFT,39.07,28.37,37.73,1,126.0,126,126,✓,,56986,DALL-E 2
1278,1226,-52,AWS11077,おつまみ@AWSエンジニア,39.04,27.80,40.40,1,128.0,128,128,,,2759,Amazon Nova
1279,1263,-16,Rendoshi1,Rendoshi Ondomoto ⭕️🔺,39.03,26.18,49.07,1,134.0,134,134,✓,,19890,Stable Diffusion 3
1280,1213,-67,AITalesNBH,AI Tales - Not by Humans,39.01,28.21,38.28,2,218.0,149,287,✓,,5012,"Midjourney v1, Midjourney v1"
1281,1276,-5,sytaylor,Simon Taylor,38.95,25.67,51.77,1,136.0,136,136,✓,,60424,Cursor
1282,1297,15,xiaoying_eth,小樱💞｜实用工具分享,38.88,24.66,57.68,1,140.0,140,140,✓,,119897,ChatGPT Agent
1283,1312,29,YouTubeCreators,YouTube Creators,38.85,23.93,62.36,1,143.0,143,143,✓,,6507691,Veo 2
1284,1256,-28,EricTopol,Eric Topol,38.85,26.55,46.32,5,351.8,184,478,✓,,678730,"GPT-4, GPT-4, GPT-4, GPT-4, GPT-4"
1285,1215,-70,tokyomegaplex,christopher rutledge,38.83,28.08,38.28,1,127.0,127,127,,,7547,Midjourney v1
1286,1319,33,wenhaocha1,Wenhao Chai,38.73,23.69,63.48,1,144.0,144,144,✓,,1842,Gemini 2.5
1287,1285,-2,gokhanonderaksu,Gökhan Önder Aksu,38.71,25.16,53.89,1,138.0,138,138,✓,,148,Claude 3.5 Haiku
1288,1259,-29,tylercowen,tylercowen,38.68,26.43,46.32,3,248.7,221,299,✓,,254696,"GPT-4, GPT-4, GPT-4"
1289,1281,-8,GMHikaru,Hikaru Nakamura,38.57,25.41,51.77,1,137.0,137,137,✓,,624878,Cursor
1290,1317,27,pressmanc,Chrissie,38.47,23.69,62.36,1,144.0,144,144,✓,,4113,Veo 2
1291,1242,-49,soldni,Luca Soldaini 🍁 COLM 2025,38.26,27.25,40.40,1,130.0,130,130,✓,,11228,Amazon Nova
1292,1326,34,KangpingT,Kangping,38.13,22.99,65.85,1,147.0,147,147,,,498,GPT-5
1293,1310,17,masayachiba,千葉雅也 Masaya Chiba,38.11,24.17,57.68,1,142.0,142,142,✓,,98211,ChatGPT Agent
1294,1288,-6,WarThunder,War Thunder,38.08,25.09,51.77,2,208.5,195,222,✓,,232875,"Cursor, Cursor"
1295,1314,19,eladgil,Elad Gil,37.96,23.87,59.04,2,220.0,181,259,✓,,217859,"GPT-4, Claude 4"
1296,1294,-2,migtissera,Migel Tissera,37.95,24.66,53.89,1,140.0,140,140,✓,,3619,Claude 3.5 Haiku
1297,1325,28,mohitmishr93531,Mohit Mishra,37.91,23.00,64.87,4,302.5,255,418,,,8600,"Claude 4, Claude 4, Claude 4, Claude 4"
1298,1232,-66,nathanbenaich,Nathan Benaich,37.91,27.53,37.73,1,129.0,129,129,✓,,61918,DALL-E 2
1299,1346,47,nicekate8888,nicekate,37.86,21.87,73.10,1,152.0,152,152,✓,,9924,Gemini 2.0 Flash
1300,1251,-49,mamoru_hidaka,るうー｜Webで自由な未来を刻む,37.51,26.71,40.40,1,132.0,132,132,✓,,2530,Amazon Nova
1301,1320,19,DFintelligence,Defend Intelligence (Anis Ayari),37.36,23.69,57.68,1,144.0,144,144,✓,,69266,ChatGPT Agent
1302,1330,28,shabnam_774,Shabnam Parveen,37.29,22.61,64.97,2,270.0,159,381,✓,,13623,"Claude 4, GPT-5"
1303,1248,-55,GrahamSkipper,Graham Skipper,37.16,26.98,37.73,1,131.0,131,131,,,7808,DALL-E 2
1304,1332,28,Kawsar_Ai,Kawsar,37.16,22.54,64.87,1,149.0,149,149,✓,,18798,Claude 4
1305,1352,47,FMackenzie7,F.Mackenzie 约克.小汽车. 嘟嘟,37.11,21.44,73.10,1,154.0,154,154,,,1848,Gemini 2.0 Flash
1306,1338,32,beetleplex43177,beetleplexx,36.97,22.31,65.69,1,150.0,150,150,,,3369,Sora 2
1307,1293,-14,camenduru,camenduru,36.76,24.66,49.07,1,140.0,140,140,✓,,20889,Stable Diffusion 3
1308,1358,50,jrpj2010,佐藤 勝彦（TANREN_CEO)┃生成AIエバンジェリスト,36.74,21.22,73.10,1,155.0,155,155,✓,,6333,Gemini 2.0 Flash
1309,1339,30,upgm,スタアキメラ,36.54,22.15,65.00,2,251.5,168,335,,,416,"Gemini 2.0 Flash, Gemini 2.5"
1310,1260,-50,projectgreybird,blakely.gif ✨,36.53,26.41,38.28,2,202.5,199,206,✓,,4463,"Midjourney v1, Midjourney v1"
1311,1335,24,Shipon_40AI,Shahriar Shipon,36.48,22.37,63.10,2,234.0,178,290,✓,,9813,"Claude 4, ChatGPT Agent"
1312,1316,4,alxfazio,alex fazio,36.46,23.69,53.89,1,144.0,144,144,✓,,10543,Claude 3.5 Haiku
1313,1269,-44,ainunnajib,Ainun Najib,36.42,26.00,40.08,2,260.5,144,377,✓,,162944,"GitHub Copilot, GPT-4"
1314,1271,-43,banjtheman,Banjo Obayomi,36.40,25.92,40.40,1,135.0,135,135,✓,,2465,Amazon Nova
1315,1262,-53,tapehead_Lab,tapehead.lab,36.21,26.18,38.28,1,134.0,134,134,✓,,9837,Midjourney v1
1316,1296,-20,ABCIndigenous,ABC Indigenous,36.21,24.66,46.83,1,140.0,140,140,,,37207,Manus
1317,1349,32,ImVictorGuardia,Víctor Guardia,36.12,21.80,65.69,2,242.0,176,308,✓,,6096,"Sora 2, Sora 2"
1318,1306,-12,Mamaye23605107,Mamaye,36.03,24.17,49.07,1,142.0,142,142,,,142,Stable Diffusion 3
1319,1302,-17,nelloscavo,nello scavo,35.85,24.41,46.83,1,141.0,141,141,✓,,69720,Manus
1320,1327,7,atulkumarzz,Atul Kumar,35.75,22.79,56.82,4,296.5,251,379,✓,,148617,"Stable Diffusion 3, ChatGPT Agent, ChatGPT Agent, ChatGPT Agent"
1321,1301,-20,lcx,LCX,35.72,24.41,46.32,1,141.0,141,141,✓,,107150,GPT-4
1322,1270,-52,CaseyNewton,Casey Newton,35.71,25.92,37.73,1,135.0,135,135,✓,,198919,DALL-E 2
1323,1351,28,charliebholtz,Charlie Holtz,35.70,21.65,64.87,1,153.0,153,153,✓,,25118,Claude 4
1324,1376,52,tualatrix,图拉鼎,35.65,20.60,73.10,1,158.0,158,158,✓,,105780,Gemini 2.0 Flash
1325,1323,-2,kureijiollie,Kureiji Ollie ( オリー) 🧟‍♀️ @ホロライブID,35.60,23.46,51.77,1,145.0,145,145,✓,,1030803,Cursor
1326,1333,7,blockamoto,bitoshi blockamoto 🧱 BITMAP 🟧,35.54,22.54,57.68,1,149.0,149,149,✓,,18882,ChatGPT Agent
1327,1355,28,AInokuhaku,AIの空白,35.52,21.44,65.69,1,154.0,154,154,✓,,22117,Sora 2
1328,1305,-23,MSFTResearch,Microsoft Research,35.37,24.17,46.32,1,142.0,142,142,✓,,560300,GPT-4
1329,1275,-54,michaelmiraflor,Michael J. Miraflor,35.35,25.67,37.73,1,136.0,136,136,✓,,29609,DALL-E 2
1330,1357,27,CopyRebeldia,Alejandro | Libertad Financiera,35.30,21.41,64.87,4,351.2,187,457,✓,,144743,"Claude 4, Claude 4, Claude 4, Claude 4"
1331,1337,6,Enscion25,Nek,35.18,22.31,57.68,1,150.0,150,150,✓,,1264,ChatGPT Agent
1332,1362,30,ysmn_AI_illust,よしみん@AIイラスト,35.17,21.22,65.69,1,155.0,155,155,✓,,17022,Sora 2
1333,1313,-20,starriver0513,星川ユウヤ / SNS特化型AI活用術,35.14,23.93,46.83,1,143.0,143,143,✓,,3316,Manus
1334,1280,-54,JadeGrandin,Jade Grandin de l'Eprevier,35.00,25.41,37.73,1,137.0,137,137,,,19924,DALL-E 2
1335,1331,-4,_mcbench,Minecraft Benchmark,34.90,22.59,54.49,2,323.0,152,494,✓,,2276,"Gemini 2.0 Flash, Claude 3.5 Haiku"
1336,1343,7,kamathematic,anirudh,34.89,22.03,58.39,2,307.5,156,459,✓,,5097,"Gemini 2.0 Flash, ChatGPT Agent"
1337,1342,5,pedrobuilds,Pedro,34.83,22.09,57.68,1,151.0,151,151,✓,,5005,ChatGPT Agent
1338,1367,29,pewdenai,Pewden AI,34.82,21.01,65.69,1,156.0,156,156,,,191,Sora 2
1339,1318,-21,Ericson_ubbhult,Jan Ericson 🇸🇪🇺🇦,34.79,23.69,46.83,1,144.0,144,144,,,45384,Manus
1340,1284,-56,DeweySaunders,Dewey Bryan,34.65,25.16,37.73,1,138.0,138,138,,,20503,DALL-E 2
1341,1366,25,tussiwe,AGAFE,34.65,21.01,64.87,1,156.0,156,156,✓,,17470,Claude 4
1342,1394,52,agentcookiefun,Agent Cookie,34.60,19.99,73.10,1,161.0,161,161,,,18716,Gemini 2.0 Flash
1343,1348,5,AcerFur,Acer,34.49,21.87,57.68,1,152.0,152,152,,,1198,ChatGPT Agent
1344,1373,29,matteodotsui,Matteo.sui,34.47,20.80,65.69,1,157.0,157,157,✓,,39172,Sora 2
1345,1360,15,test_tm7873,testtm,34.46,21.22,62.36,1,155.0,155,155,✓,,1225,Veo 2
1346,1369,23,championswimmer,Arnav Gupta,34.44,20.89,64.87,2,237.0,189,285,✓,,69914,"Claude 4, Claude 4"
1347,1298,-49,oreilly_japan,O'Reilly Japan,34.37,24.64,39.48,2,213.0,186,240,✓,,44253,"GitHub Copilot, GitHub Copilot"
1348,1289,-59,beardyman,Beardyman,34.31,24.91,37.73,1,139.0,139,139,,,40561,DALL-E 2
1349,1379,30,munoz_benj86450,Benjamin Munoz Alonso,34.13,20.60,65.69,1,158.0,158,158,,,556,Sora 2
1350,1365,15,srkntnyldz,Serkan Tanyildizi,34.12,21.01,62.36,1,156.0,156,156,✓,,360545,Veo 2
1351,1324,-27,fsantacruz_rj,Felipe Santa Cruz,34.10,23.22,46.83,1,146.0,146,146,,,120599,Manus
1352,1374,22,alexutopia,Alex Utopia,34.10,20.77,64.19,2,227.0,217,237,✓,,11635,"Veo 2, Sora 2"
1353,1292,-61,cabel,Cabel Sasser,33.96,24.66,37.73,1,140.0,140,140,,,80837,DALL-E 2
1354,1329,-25,ByteEcosystem,Byte,33.93,22.76,49.07,1,148.0,148,148,✓,,225569,Stable Diffusion 3
1355,1336,-19,OrinKerr,Orin Kerr,33.87,22.31,51.77,1,150.0,150,150,✓,,120795,Cursor
1356,1381,25,therjrajesh,Rajesh Kumar,33.82,20.51,64.87,3,282.7,210,328,✓,,43660,"Claude 4, Claude 4, Claude 4"
1357,1354,-3,DannyLeshem,Danny Leshem ⚡,33.80,21.44,57.68,1,154.0,154,154,✓,,3960,ChatGPT Agent
1358,1300,-58,SpirosMargaris,Spiros Margaris,33.63,24.41,37.73,1,141.0,141,141,✓,,132469,DALL-E 2
1359,1340,-19,a16z,a16z,33.53,22.09,51.77,1,151.0,151,151,,,884580,Cursor
1360,1361,1,JamesZmSun,James Sun,33.47,21.22,57.68,1,155.0,155,155,✓,,1959,ChatGPT Agent
1361,1384,23,KingsleySAM_,Kingsley Sam,33.34,20.39,63.48,1,159.0,159,159,,,1487,Gemini 2.5
1362,1380,18,yourboiilevi,yourboiilevi,33.33,20.53,62.36,2,248.0,182,314,,,119,"Veo 2, Veo 2"
1363,1304,-59,RaviVora,Ravi Vora,33.29,24.17,37.73,1,142.0,142,142,✓,,35625,DALL-E 2
1364,1383,19,Arr3ch0,𝘼𝙧𝙧𝙚𝙘𝙝𝙤,33.11,20.39,62.36,1,159.0,159,159,✓,,126776,Veo 2
1365,1341,-24,AIWarper,A.I.Warper,32.93,22.09,49.07,1,151.0,151,151,✓,,25862,Stable Diffusion 3
1366,1356,-10,CtrlAltDwayne,Dwayne,32.89,21.43,53.49,2,292.5,161,424,✓,,4261,"GPT-4.5, GPT-4.5"
1367,1417,50,DynamicWebPaige,👩‍💻 Paige Bailey,32.85,19.02,72.66,4,343.2,217,476,✓,,69022,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.5"
1368,1400,32,finbarrtimbers,finbarr,32.82,19.79,65.85,1,162.0,162,162,✓,,14018,GPT-5
1369,1397,28,Ejaz_bashir1,Ejaz Bashir,32.81,19.90,64.87,2,234.5,207,262,✓,,12867,"Claude 4, Claude 4"
1370,1401,31,iamhowlpendragn,Howl,32.79,19.79,65.69,1,162.0,162,162,✓,,903,Sora 2
1371,1368,-3,itnavi2022,IT navi,32.77,20.93,56.54,6,374.2,248,461,✓,,7223,"Veo 2, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5, GPT-4.5"
1372,1334,-38,ossia,Quincy Larson,32.69,22.47,45.51,2,262.0,162,362,✓,,293108,"GitHub Copilot, GPT-4"
1373,1359,-14,jahooma,James Grugett,32.66,21.22,53.89,1,155.0,155,155,✓,,3372,Claude 3.5 Haiku
1374,1392,18,ahuja_priyank,Priyank Ahuja,32.63,20.06,62.62,4,300.8,276,325,✓,,120944,"Veo 2, Claude 4, Claude 4, ChatGPT Agent"
1375,1399,24,Nijol71,Nijol,32.63,19.79,64.87,1,162.0,162,162,,,807,Claude 4
1376,1345,-31,AAA18288605,A A A９９９,32.60,21.87,49.07,1,152.0,152,152,,,881,Stable Diffusion 3
1377,1409,32,kuberwastaken,Kuber,32.46,19.59,65.69,1,163.0,163,163,✓,,740,Sora 2
1378,1322,-56,liron,Liron Shapira,32.31,23.46,37.73,1,145.0,145,145,✓,,39678,DALL-E 2
1379,1350,-29,c0nsumption_,無限 💀 acc/acc,32.28,21.65,49.07,1,153.0,153,153,✓,,4101,Stable Diffusion 3
1380,1344,-36,DYorgy,Yorgy Darkwing,32.28,21.98,46.83,2,223.0,202,244,,,1902,"Manus, Manus"
1381,1385,4,iHarnoorSingh,Harnoor Singh,32.15,20.39,57.68,1,159.0,159,159,✓,,17733,ChatGPT Agent
1382,1364,-18,KateClarkTweets,Kate Clark,32.15,21.18,51.77,2,310.5,160,461,✓,,57680,"Cursor, Cursor"
1383,1398,15,EdwinCardonaMty,Inyeccion letal al plantel de Rayados,32.13,19.79,62.36,1,162.0,162,162,✓,,5005,Veo 2
1384,1347,-37,kaido_business5,三上悠薇｜AI専門家,32.11,21.87,46.83,1,152.0,152,152,✓,,1108,Manus
1385,1408,23,abacusai,Abacus.AI,32.03,19.59,63.48,1,163.0,163,163,,,94248,Gemini 2.5
1386,1431,45,K_Ryuichirou,龍一郎 (f.k.a Asei Sugiyama),31.94,18.45,73.10,1,169.0,169,169,✓,,4469,Gemini 2.0 Flash
1387,1372,-15,DrRMDPhD,"Dr R (MD, PhD)",31.93,20.80,53.49,1,157.0,157,157,✓,,173,GPT-4.5
1388,1416,28,Microsoft365,Microsoft 365,31.85,19.20,65.85,1,165.0,165,165,,,331076,GPT-5
1389,1390,1,Coexisteven,Coexistence Steven,31.83,20.19,57.68,1,160.0,160,160,✓,,5318,ChatGPT Agent
1390,1407,17,KovakSur,Kovak 🇵🇸,31.81,19.59,62.36,1,163.0,163,163,,,31,Veo 2
1391,1415,24,Jeffar_AI,Jeffar_AI,31.75,19.25,64.97,2,286.5,175,398,✓,,11596,"Claude 4, GPT-5"
1392,1414,22,obuabey,Obua Bey,31.71,19.40,63.48,1,164.0,164,164,✓,,22319,Gemini 2.5
1393,1377,-16,burny_tech,Burny - Effective Curiosity,31.70,20.60,53.89,1,158.0,158,158,✓,,19144,Claude 3.5 Haiku
1394,1370,-24,TSM_Reps,Reps,31.58,20.80,51.77,1,157.0,157,157,✓,,179208,Cursor
1395,1396,1,xikun_zhang_,Xikun Zhang 张熙堃,31.52,19.99,57.68,1,161.0,161,161,✓,,7114,ChatGPT Agent
1396,1423,27,StellaNoxEclair,💙🌑❄️,31.50,19.01,65.69,1,166.0,166,166,,,8769,Sora 2
1397,1413,16,PunchDeRapder,Punch de Rapder,31.49,19.40,62.36,1,164.0,164,164,,,3032,Veo 2
1398,1353,-45,ao_twx,あおがえる@“継続”をつくる人,31.48,21.44,46.83,1,154.0,154,154,✓,,397,Manus
1399,1328,-71,timfduffy,Tim Duffy,31.35,22.76,37.73,1,148.0,148,148,✓,,717,DALL-E 2
1400,1421,21,bilgamiofficial,Bilgami,31.08,19.01,63.48,1,166.0,166,166,✓,,2989,Gemini 2.5
1401,1388,-13,reallyrawn,rawn,31.07,20.19,53.89,1,160.0,160,160,,,2977,Claude 3.5 Haiku
1402,1403,1,jasononfirms,Jason Staats⚡,31.07,19.70,57.68,2,232.0,225,239,✓,,27111,"ChatGPT Agent, ChatGPT Agent"
1403,1371,-32,shion_honda,Shion Honda,31.01,20.80,49.07,1,157.0,157,157,,,6948,Stable Diffusion 3
1404,1382,-22,XplodingUnicorn,"James Breakwell, Exploding Unicorn",30.95,20.39,51.77,1,159.0,159,159,,,877487,Cursor
1405,1430,25,iamDCinvestor,DCinvestor,30.88,18.64,65.69,1,168.0,168,168,✓,,271722,Sora 2
1406,1420,14,Juampi281766620,Juampi,30.87,19.01,62.36,1,166.0,166,166,,,13,Veo 2
1407,1442,35,gnukeith,Keith,30.76,17.77,73.10,2,256.0,202,310,✓,,17887,"Gemini 2.0 Flash, Gemini 2.0 Flash"
1408,1395,-13,freudix_,FRΞUDIX,30.76,19.99,53.89,1,161.0,161,161,✓,,2741,Claude 3.5 Haiku
1409,1429,20,bluesonixim,Mirza ŞİMŞEK,30.73,18.64,64.87,1,168.0,168,168,,,565,Claude 4
1410,1434,24,Benioff,Marc Benioff,30.60,18.45,65.85,1,169.0,169,169,✓,,1127682,GPT-5
1411,1433,22,trashh_dev,trash,30.42,18.45,64.87,1,169.0,169,169,✓,,106090,Claude 4
1412,1427,15,kttyhanjis,alba ⛥⋅ ˚ saw skz & txt ☯︎,30.26,18.64,62.36,1,168.0,168,168,,,1136,Veo 2
1413,1378,-35,izayoiramiamia,十六夜 魅魔離_🦇commission,30.24,20.60,46.83,1,158.0,158,158,,,6212,Manus
1414,1432,18,WhalePiz,Piz ⛺,30.16,18.45,63.48,1,169.0,169,169,✓,,6736,Gemini 2.5
1415,1406,-9,whotonz,ふうとん,30.15,19.59,53.89,1,163.0,163,163,✓,,46573,Claude 3.5 Haiku
1416,1387,-29,modenetwork,Mode 🟡,30.10,20.19,49.07,1,160.0,160,160,,,262020,Stable Diffusion 3
1417,1410,-7,ayami_marketing,あやみ｜マーケティング,30.05,19.53,53.87,2,320.0,168,472,✓,,10316,"Claude 3.5 Haiku, GPT-4.5"
1418,1439,21,wataji5656,わたじ,30.00,18.09,65.85,1,171.0,171,171,,,30,GPT-5
1419,1422,3,nivi,Nivi,29.98,19.01,57.68,1,166.0,166,166,✓,,57587,ChatGPT Agent
1420,1391,-29,ProRender203,Pro_$Render203⭕️,29.94,20.08,49.07,2,230.5,219,242,✓,,1762,"Stable Diffusion 3, Stable Diffusion 3"
1421,1363,-58,business,Bloomberg,29.86,21.22,40.74,2,309.0,160,458,✓,,9801345,"GitHub Copilot, Sora 2"
1422,1393,-29,AshwiniDodani,Ashwinikumar,29.80,19.99,49.07,1,161.0,161,161,✓,,26681,Stable Diffusion 3
1423,1404,-19,ShopifyDevs,Shopify Developers,29.74,19.59,51.77,1,163.0,163,163,✓,,61154,Cursor
1424,1441,17,sick_durden,Sick Durden,29.67,17.91,65.69,1,172.0,172,172,✓,,20496,Sora 2
1425,1389,-36,hachi_mitu888,はち | AI副業で稼ぐ🐝,29.64,20.19,46.83,1,160.0,160,160,✓,,669,Manus
1426,1386,-40,jbrowder1,Joshua Browder,29.54,20.19,46.32,1,160.0,160,160,✓,,106340,GPT-4
1427,1411,-16,nikitabier,Nikita Bier,29.44,19.40,51.77,1,164.0,164,164,✓,,609035,Cursor
1428,1402,-26,browncatro1,Browncat AI,29.40,19.72,49.07,3,274.3,256,304,✓,,6123,"Stable Diffusion 3, Stable Diffusion 3, Stable Diffusion 3"
1429,1437,8,lucasstorino2,lucas storino,29.36,18.09,62.36,1,171.0,171,171,,,15,Veo 2
1430,1419,-11,PaglieriDavide,Davide Paglieri,29.26,19.01,53.89,1,166.0,166,166,,,604,Claude 3.5 Haiku
1431,1444,13,shi666,あつ森劇場 未来テレビ,29.22,17.63,65.69,2,263.5,197,330,✓,,11510,"Sora 2, Sora 2"
1432,1448,16,SimplyAnnisa,Anissa,29.08,17.55,65.69,1,174.0,174,174,✓,,3505,Sora 2
1433,1447,14,framer,Framer,28.94,17.55,64.87,1,174.0,174,174,,,179779,Claude 4
1434,1412,-22,HelloCivitai,Civitai,28.92,19.40,49.07,1,164.0,164,164,,,13018,Stable Diffusion 3
1435,1443,8,theProcessXCII,"MIDΞ (❖,❖)",28.78,17.73,62.36,1,173.0,173,173,✓,,14271,Veo 2
1436,1405,-31,wirexapp,Wirex,28.67,19.59,46.32,1,163.0,163,163,✓,,106323,GPT-4
1437,1452,15,Hailey4AI,Hailey AI,28.55,17.32,64.87,2,248.0,222,274,,,10335,"Claude 4, Claude 4"
1438,1375,-63,themacrosift,TheMacroSift.base.eth (RC),28.48,20.60,38.28,1,158.0,158,158,✓,,9533,Midjourney v1
1439,1453,14,Krishnasagrawal,Krishna Agrawal,28.32,17.18,64.87,2,299.5,186,413,✓,,25023,"Claude 4, Claude 4"
1440,1440,0,MyFirstBitcoin_,My First Bitcoin,28.23,17.91,57.68,1,172.0,172,172,✓,,19509,ChatGPT Agent
1441,1477,36,LeakerApple,AppleLeaker,28.05,16.20,73.10,1,182.0,182,182,✓,,45597,Gemini 2.0 Flash
1442,1451,9,Nas_tech_AI,Nas,27.97,17.37,61.04,3,298.3,238,369,✓,,86764,"Claude 4, Claude 4, ChatGPT Agent"
1443,1436,-7,poyothon,あずりえる🌸,27.83,18.09,53.89,1,171.0,171,171,✓,,9632,Claude 3.5 Haiku
1444,1426,-18,DamianCatanzaro,Damián Catanzaro ☕️,27.78,18.64,49.07,1,168.0,168,168,✓,,108290,Stable Diffusion 3
1445,1435,-10,miwa_ensan,Miwa - azooKeyの開発者,27.77,18.09,53.49,2,241.0,229,253,,,2518,"GPT-4.5, GPT-4.5"
1446,1464,18,0xKartikgiri00,Kartik Giri,27.66,16.70,65.69,1,179.0,179,179,✓,,224,Sora 2
1447,1424,-23,ChristerSfeir,Christer Sfeirكريستر,27.64,18.82,46.83,1,167.0,167,167,✓,,28618,Manus
1448,1481,33,StatisticUrban,Hunter📈🌈📊,27.49,15.88,73.10,1,184.0,184,184,✓,,52214,Gemini 2.0 Flash
1449,1466,17,Mollehilll,Moll,27.41,16.53,65.85,1,180.0,180,180,✓,,914,GPT-5
1450,1428,-22,York_Minster,York Minster,27.36,18.64,46.83,1,168.0,168,168,,,29427,Manus
1451,1472,21,tszzl,roon,27.14,16.37,65.85,1,181.0,181,181,✓,,257103,GPT-5
1452,1474,22,Sneak0o,Sneako Updates,27.12,16.37,65.69,1,181.0,181,181,✓,,88259,Sora 2
1453,1461,8,SuperSaf,Safwan AhmedMia,27.11,16.70,62.36,1,179.0,179,179,,,554905,Veo 2
1454,1446,-8,Oimachi6020_,Oimachi@𝕏,27.01,17.55,53.89,1,174.0,174,174,,,126,Claude 3.5 Haiku
1455,1492,37,Faazsh,Farhan Azad,27.00,15.60,73.10,4,327.8,298,371,,,9689,"Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash, Gemini 2.0 Flash"
1456,1465,9,shashj,Shashank Joshi,26.94,16.55,62.79,2,317.5,187,448,✓,,221471,"GPT-4.5, Gemini 2.5"
1457,1479,22,theinformation,The Information,26.86,16.20,65.85,3,296.3,259,332,✓,,120900,"GPT-5, GPT-5, GPT-5"
1458,1478,20,KingdomHeartGuy,Sora,26.85,16.20,65.69,1,182.0,182,182,,,7839,Sora 2
1459,1449,-10,zencephalon,zen eth/acc,26.74,17.38,53.89,1,175.0,175,175,✓,,2608,Claude 3.5 Haiku
1460,1498,38,kajikent,梶谷健人 / POSTS,26.68,15.41,73.10,1,187.0,187,187,✓,,61219,Gemini 2.0 Flash
1461,1471,10,hedra_labs,Hedra,26.57,16.37,62.36,1,181.0,181,181,,,45503,Veo 2
1462,1438,-24,AshPolitik,Ash,26.56,18.09,46.83,1,171.0,171,171,✓,,16136,Manus
1463,1463,0,AzFlin,AzFlin 🌎,26.33,16.70,57.68,1,179.0,179,179,✓,,23528,ChatGPT Agent
1464,1418,-46,josh_tep,JOSHUA TEPLITZ,26.29,19.01,38.28,1,166.0,166,166,✓,,43240,Midjourney v1
1465,1454,-11,tmychow,trevor (taylor’s version),26.14,17.03,53.49,1,177.0,177,177,✓,,3194,GPT-4.5
1466,1467,1,nambitdefi,Nambit.zk| Builder Bera/WLD| Buy/sell USDT,26.06,16.53,57.68,1,180.0,180,180,✓,,34719,ChatGPT Agent
1467,1489,22,spikesguides,Spike,26.05,15.72,65.69,1,185.0,185,185,✓,,15136,Sora 2
1468,1425,-43,tobi,tobi lutke,25.99,18.64,39.48,1,168.0,168,168,✓,,421175,GitHub Copilot
1469,1487,18,raines1220,Raines,25.92,15.72,64.87,1,185.0,185,185,✓,,8671,Claude 4
1470,1473,3,FoxNews,Fox News,25.80,16.37,57.68,1,181.0,181,181,✓,,27640057,ChatGPT Agent
1471,1491,20,ValorBIllonario,Valor Billonario,25.80,15.63,64.99,2,296.0,199,393,✓,,78896,"Claude 4, GPT-5"
1472,1516,44,mcfwalker,Matt Walker,25.63,14.81,73.10,1,191.0,191,191,✓,,264,Gemini 2.0 Flash
1473,1483,10,bencsin,ben sin,25.60,15.77,62.36,2,278.0,206,350,,,12752,"Veo 2, Veo 2"
1474,1457,-17,haydenfield,Hayden Field,25.59,16.86,51.77,1,178.0,178,178,,,14995,Cursor
1475,1499,24,kevinweil,Kevin Weil 🇺🇸,25.56,15.41,65.85,1,187.0,187,187,✓,,111444,GPT-5
1476,1450,-26,Oden_writing,天才ネコ君,25.51,17.38,46.83,1,175.0,175,175,✓,,1680,Manus
1477,1468,-9,rpl_0x,RolePlayingLife,25.48,16.42,55.19,3,346.3,202,445,✓,,8645,"Veo 2, Veo 2, GPT-4.5"
1478,1460,-18,fnthawar,Farhan Thawar,25.34,16.70,51.77,1,179.0,179,179,✓,,27005,Cursor
1479,1480,1,ArunimaGanguly2,Arunima Ganguly (✧ᴗ✧),25.29,16.04,57.68,1,183.0,183,183,✓,,4991,ChatGPT Agent
1480,1456,-24,jeremyphoward,Jeremy Howard,25.22,16.92,49.07,2,264.0,204,324,✓,,260921,"Stable Diffusion 3, Stable Diffusion 3"
1481,1482,1,wyu_nd,Wenhao Yu,25.04,15.88,57.68,1,184.0,184,184,,,4574,ChatGPT Agent
